id,timestamp,text,speaker,reply_to,conversation_id,end,duration,sentiment,decision,private,survival item,clean_text,age_of_acquisition,concreteness,familiarity,imageability,please,please_start,has_hedge,indirect_(btw),hedges,factuality,deference,gratitude,apologizing,1st_person_plural,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_(greeting),direct_question,direct_start,has_positive,has_negative,subjunctive,indicative,politeness_markers_please,politeness_markers_please_start,politeness_markers_has_hedge,politeness_markers_indirect_(btw),politeness_markers_hedges,politeness_markers_factuality,politeness_markers_deference,politeness_markers_gratitude,politeness_markers_apologizing,politeness_markers_1st_person_pl.,politeness_markers_1st_person,politeness_markers_1st_person_start,politeness_markers_2nd_person,politeness_markers_2nd_person_start,politeness_markers_indirect_(greeting),politeness_markers_direct_question,politeness_markers_direct_start,politeness_markers_has_positive,politeness_markers_has_negative,politeness_markers_subjunctive,politeness_markers_indicative
17.Blue.78,0 days 00:08:22.100000,"""So I feel like if pistol came first""",17.Blue,17.Blue.77,17.Orange.1,08:24.8,00:02.7,,Proposal,,"Pistol, Rope",So I feel like if pistol came first,0.0,295.43,597.57,330.14,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,[],[],"[[('feel', 0, 3)]]",[],"[[('i', 0, 2), ('feel', 0, 3)]]",[],[],[],[],[],"[[('i', 0, 2)]]",[],[],[],[],[],[],"[[('like', 0, 4)]]",[],[],[]
17.Pink.44,0 days 00:08:22.400000,"""Mhm""",17.Pink,17.Blue.78,17.Orange.1,08:23.1,00:00.7,,,,,Mhm,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.83,0 days 00:08:25.400000,"""But just kind of what are the chances that you are going to use it""",17.Orange,17.Pink.44,17.Orange.1,08:28.7,00:03.2,,Disagreement,,Pistol,But just kind of what are the chances that you are going to use it,0.0,248.25,596.5,259.92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 10)]]",[],[],[],[],[],[],[],[]
17.Blue.79,0 days 00:08:29,"""True""",17.Blue,17.Orange.83,17.Orange.1,08:29.6,00:00.6,,,,,True,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.84,0 days 00:08:30.400000,"""So just kind of it its a gamble right""",17.Orange,17.Blue.79,17.Orange.1,08:34.0,00:03.6,,,,,So just kind of it its a gamble right,0.0,249.62,589.12,266.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('right', 0, 9)]]",[],[],[]
17.Orange.85,0 days 00:08:34,"""What do you think""",17.Orange,17.Orange.84,17.Orange.1,08:34.9,00:00.9,,,,,What do you think,0.0,321.25,615.25,320.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,[],[],"[[('think', 0, 4)]]",[],"[[('you', 0, 3), ('think', 0, 4)]]",[],[],[],[],[],[],[],"[[('you', 0, 3)]]",[],[],"[[('what', 0, 1)]]",[],[],[],[],[]
17.Blue.80,0 days 00:08:35.200000,"""Mhm""",17.Blue,17.Orange.85,17.Orange.1,08:36.0,00:00.8,,,,,Mhm,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.86,0 days 00:08:36,"""Is it going to be more necessary""",17.Orange,17.Blue.80,17.Orange.1,08:37.6,00:01.6,,,,"Pistol, Rope",Is it going to be more necessary,0.0,240.4,618.0,250.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Blue.81,0 days 00:08:39.200000,"""And you are in Manitoba""",17.Blue,17.Orange.86,17.Orange.1,08:41.1,00:01.9,,,,,And you are in Manitoba,0.0,265.75,608.0,305.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 2)]]",[],[],[],[],[],[],[],[]
17.Orange.87,0 days 00:08:41.200000,"""Yeah $""",17.Orange,17.Blue.81,17.Orange.1,08:42.1,00:00.9,Positive,,,,Yeah $,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Blue.82,0 days 00:08:44.600000,"""Um so""",17.Blue,17.Orange.87,17.Orange.1,08:45.6,00:01.1,,,,,Um so,0.0,195.0,597.0,227.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.88,0 days 00:08:46.600000,"""Well know how much of [unclear]""",17.Orange,17.Blue.82,17.Orange.1,08:51.0,00:04.4,,,,,Well know how much of [unclear],0.0,271.6,586.0,315.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,[],[],"[[('unclear', 0, 7)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('well', 0, 1)]]","[[('unclear', 0, 7)]]",[],[]
17.Blue.83,0 days 00:08:47.900000,"""I mean would you use the flashlight before the rope""",17.Blue,17.Orange.88,17.Orange.1,08:50.8,00:02.9,,,,"Flashlight, Rope",I mean would you use the flashlight before the rope,281.0,338.88,584.22,345.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 1)]]",[],"[[('you', 0, 4)]]",[],[],[],[],[],[],"[[('would', 0, 3)]]",[]
17.Blue.84,0 days 00:08:51.100000,"""Would you use the flashlight before the rope""",17.Blue,17.Blue.83,17.Orange.1,08:53.0,00:01.9,,,,"Flashlight, Rope",Would you use the flashlight before the rope,281.0,319.17,584.43,313.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 2)]]",[],[],[],[],[],[],"[[('would', 0, 1)]]",[]
17.Blue.85,0 days 00:08:53,"""Or would you probably use the rope to build your shelter before it gets dark out""",17.Blue,17.Blue.84,17.Orange.1,08:56.0,00:03.0,,,,Rope,Or would you probably use the rope to build your shelter before it gets dark out,281.0,316.67,588.0,344.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,[],[],"[[('probably', 0, 4)]]",[],[],[],[],[],[],[],[],[],"[[('you', 0, 3)], [('your', 0, 10)]]",[],[],[],[],[],"[[('dark', 0, 15)]]","[[('would', 0, 2)]]",[]
17.Orange.89,0 days 00:08:56.300000,"""I think shelter""",17.Orange,17.Blue.85,17.Orange.1,08:58.2,00:01.9,,,,,I think shelter,0.0,414.5,583.0,445.67,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],"[[('think', 0, 2)]]",[],"[[('i', 0, 1), ('think', 0, 2)]]",[],[],[],[],[],"[[('i', 0, 1)]]",[],[],[],[],[],[],[],[],[],[]
17.Blue.86,0 days 00:08:58.800000,"""Okay so rope then flashlight""",17.Blue,17.Orange.89,17.Orange.1,09:00.8,00:02.0,,Proposal,,"Flashlight, Rope",Okay so rope then flashlight,281.0,309.5,560.0,324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.90,0 days 00:08:59.300000,"""Cause""",17.Orange,17.Blue.86,17.Orange.1,08:59.9,00:00.7,,,,,Cause,0.0,196.0,604.0,244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.91,0 days 00:09:00.900000,"""Cause I dont know how much they want""",17.Orange,17.Orange.90,17.Orange.1,09:02.7,00:01.9,,,,,Cause I dont know how much they want,0.0,284.11,600.11,302.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 2)]]",[],[],[],[],[],[],[],[],[],[]
17.Orange.92,0 days 00:09:03,"""Its hard too cause I wonder if you can use that as signal for plane coming that may catch you or something""",17.Orange,17.Orange.91,17.Orange.1,09:08.6,00:05.5,,,,Flashlight,Its hard too cause I wonder if you can use that as signal for plane coming that may catch you or something,353.0,303.29,590.35,326.53,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,[],[],"[[('may', 0, 18)]]",[],[],[],[],[],[],[],"[[('i', 0, 5)]]",[],"[[('you', 0, 8)], [('you', 0, 20)]]",[],[],[],[],"[[('wonder', 0, 6)]]","[[('hard', 0, 2)]]",[],[]
17.Pink.45,0 days 00:09:08.100000,"""The flashlight""",17.Pink,17.Orange.92,17.Orange.1,09:08.8,00:00.7,,,,Flashlight,The flashlight,0.0,237.0,562.0,209.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.93,0 days 00:09:08.800000,"""Yeah to make signal""",17.Orange,17.Pink.45,17.Orange.1,09:10.0,00:01.2,,,,Flashlight,Yeah to make signal,367.0,320.67,579.33,351.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.94,0 days 00:09:10.300000,"""There is just so many options""",17.Orange,17.Orange.93,17.Orange.1,09:11.7,00:01.4,,,,,There is just so many options,0.0,233.4,593.2,270.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.95,0 days 00:09:11.800000,"""Its like $ it is so hard""",17.Orange,17.Orange.94,17.Orange.1,09:13.9,00:02.1,"Positive, Negative",,,,Its like $ it is so hard,0.0,236.8,601.2,260.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('like', 0, 2)]]","[[('hard', 0, 7)]]",[],[]
17.Blue.87,0 days 00:09:14,"""I think""",17.Blue,17.Orange.95,17.Orange.1,09:15.3,00:01.3,,,,,I think,0.0,414.5,620.0,424.5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],"[[('think', 0, 2)]]",[],"[[('i', 0, 1), ('think', 0, 2)]]",[],[],[],[],[],"[[('i', 0, 1)]]",[],[],[],[],[],[],[],[],[],[]
17.Pink.46,0 days 00:09:20.400000,"""I think we want to build the shelter before it gets dark""",17.Pink,17.Blue.87,17.Orange.1,09:22.7,00:02.3,,,,,I think we want to build the shelter before it gets dark,0.0,326.8,597.0,365.55,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,[],[],"[[('think', 0, 2)]]",[],"[[('i', 0, 1), ('think', 0, 2)]]",[],[],[],[],"[[('we', 0, 3)]]","[[('i', 0, 1)]]",[],[],[],[],[],[],[],"[[('dark', 0, 12)]]",[],[]
17.Blue.88,0 days 00:09:22.300000,"""Yeah""",17.Blue,17.Pink.46,17.Orange.1,09:22.8,00:00.5,,,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.96,0 days 00:09:23.400000,"""Yeah""",17.Orange,17.Blue.88,17.Orange.1,09:23.8,00:00.5,,,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Blue.89,0 days 00:09:23.700000,"""Im just wondering if you could actually be able to""",17.Blue,17.Orange.96,17.Orange.1,09:25.5,00:01.8,,,,,Im just wondering if you could actually be able to,0.0,287.38,603.67,283.22,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],"[[('actually', 0, 8)]]",[],[],[],[],"[[('i', 0, 1)]]",[],"[[('you', 0, 6)]]",[],[],[],[],[],[],[],[]
17.Blue.90,0 days 00:09:25.500000,"""Youll probably reuse the rope""",17.Blue,17.Blue.89,17.Orange.1,09:26.9,00:01.3,,,,Rope,Youll probably reuse the rope,281.0,372.5,595.0,381.75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],"[[('probably', 0, 3)]]",[],[],[],[],[],[],[],[],[],"[[('you', 0, 1)]]",[],[],[],[],[],[],[],[]
17.Orange.97,0 days 00:09:27,"""Yeah""",17.Orange,17.Blue.90,17.Orange.1,09:27.5,00:00.5,,,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Blue.91,0 days 00:09:28,"""Or just carry your shelter""",17.Blue,17.Orange.97,17.Orange.1,09:29.7,00:01.6,,,,,Or just carry your shelter,0.0,281.25,554.6,323.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('your', 0, 4)]]",[],[],[],[],[],[],[],[]
17.Pink.47,0 days 00:09:30,"""$""",17.Pink,17.Blue.91,17.Orange.1,09:30.8,00:00.8,Positive,,,,$,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.98,0 days 00:09:30,"""$""",17.Orange,17.Pink.47,17.Orange.1,09:31.7,00:01.8,Positive,,,,$,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Blue.92,0 days 00:09:32.700000,"""So rope and then flashlight""",17.Blue,17.Orange.98,17.Orange.1,09:34.5,00:01.8,,Confirmation,,"Flashlight, Rope",So rope and then flashlight,281.0,303.25,573.0,313.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Pink.48,0 days 00:09:37.700000,"""Okay were left with ski poles steel wool and pistol""",17.Pink,17.Blue.92,17.Orange.1,09:41.4,00:03.7,,,,"Pistol, Ski Poles, Steel Wool",Okay were left with ski poles steel wool and pistol,247.0,382.25,576.5,392.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Blue.93,0 days 00:09:41.500000,"""Im just thinking ski poles comes last cause I dont see it how it could like""",17.Blue,17.Pink.48,17.Orange.1,09:45.4,00:03.9,,Proposal,,Ski Poles,Im just thinking ski poles comes last cause I dont see it how it could like,0.0,320.79,601.0,321.67,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,[],[],"[[('thinking', 0, 4)]]",[],"[[('i', 0, 1), ('thinking', 0, 4)]]",[],[],[],[],[],"[[('i', 0, 1)], [('i', 0, 10)]]",[],[],[],[],[],[],"[[('like', 0, 18)]]",[],[],[]
17.Orange.99,0 days 00:09:45.300000,"""Yeah""",17.Orange,17.Blue.93,17.Orange.1,09:45.7,00:00.4,,Agreement,,,Yeah,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.100,0 days 00:09:45.700000,"""I would say probably pistol next""",17.Orange,17.Orange.99,17.Orange.1,09:47.6,00:01.9,,Proposal,,Pistol,I would say probably pistol next,0.0,315.67,588.0,354.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],"[[('probably', 0, 4)]]",[],[],[],[],[],[],[],"[[('i', 0, 1)]]",[],[],[],[],[],[],[],[],[],[]
17.Blue.94,0 days 00:09:47.300000,"""Yeah pistol steel wool then ski poles""",17.Blue,17.Orange.100,17.Orange.1,09:49.4,00:02.1,,Proposal,,"Pistol, Ski Poles, Steel Wool",Yeah pistol steel wool then ski poles,247.0,493.5,563.5,484.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.101,0 days 00:09:49.300000,"""Why are we doing the ski poles anyways $""",17.Orange,17.Blue.94,17.Orange.1,09:51.2,00:01.8,,,,Ski Poles,Why are we doing the ski poles anyways $,0.0,311.8,588.6,345.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,[],[],[],[],[],[],[],[],[],"[[('we', 0, 3)]]",[],[],[],[],[],"[[('why', 0, 1)]]",[],[],[],[],[]
17.Pink.49,0 days 00:09:51.500000,"""I dont know""",17.Pink,17.Orange.101,17.Orange.1,09:52.1,00:00.6,,,,,I dont know,0.0,326.5,601.75,310.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 1)]]",[],[],[],[],[],[],[],[],[],[]
17.Blue.95,0 days 00:09:52.200000,"""Just for fun""",17.Blue,17.Pink.49,17.Orange.1,09:53.2,00:01.0,Positive,,,Ski Poles,Just for fun,0.0,265.67,588.0,317.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('fun', 0, 3)]]",[],[],[]
17.Orange.102,0 days 00:09:52.200000,"""[unclear]""",17.Orange,17.Blue.95,17.Orange.1,09:53.7,00:01.5,,,,,[unclear],0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[],[],"[[('unclear', 0, 2)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('unclear', 0, 2)]]",[],[]
17.Orange.103,0 days 00:09:53.700000,"""Pretty sure""",17.Orange,17.Orange.102,17.Orange.1,09:54.8,00:01.0,,,,,Pretty sure,0.0,311.0,568.0,402.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('pretty', 0, 1)]]",[],[],[]
17.Pink.50,0 days 00:09:54.200000,"""Okay whats next""",17.Pink,17.Orange.103,17.Orange.1,09:55.1,00:00.9,,,,,Okay whats next,0.0,255.75,584.5,283.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Pink.51,0 days 00:09:55.100000,"""Pistol and then""",17.Pink,17.Pink.50,17.Orange.1,09:56.2,00:01.1,,,,Pistol,Pistol and then,0.0,205.0,615.0,215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Blue.96,0 days 00:09:56.200000,"""Steel wool""",17.Blue,17.Pink.51,17.Orange.1,09:57.3,00:01.0,,,,Steel Wool,Steel wool,247.0,597.0,546.5,560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Pink.52,0 days 00:09:57.300000,"""And then""",17.Pink,17.Blue.96,17.Orange.1,09:58.1,00:00.8,,,,,And then,0.0,205.0,615.0,215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.104,0 days 00:09:58.700000,"""How do you feel over there""",17.Orange,17.Pink.52,17.Orange.1,10:00.4,00:01.7,,,,,How do you feel over there,0.0,278.0,602.33,308.33,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,[],[],"[[('feel', 0, 4)]]",[],"[[('you', 0, 3), ('feel', 0, 4)]]",[],[],[],[],[],[],[],"[[('you', 0, 3)]]",[],[],"[[('how', 0, 1)]]",[],[],[],[],[]
17.Orange.105,0 days 00:10:00.400000,"""Havent heard much from you""",17.Orange,17.Orange.104,17.Orange.1,10:01.3,00:00.9,,,,,Havent heard much from you,0.0,266.6,598.0,299.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 6)]]",[],[],[],[],[],[],[],[]
17.Yellow.2,0 days 00:10:01.900000,"""Well you could use ski poles to like isnt there a river by""",17.Yellow,17.Orange.105,17.Orange.1,10:05.2,00:03.3,,,,Ski Poles,Well you could use ski poles to like isnt there a river by,0.0,328.91,597.33,347.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 2)]]",[],[],[],[],"[[('well', 0, 1)], [('like', 0, 8)]]",[],[],[]
17.Yellow.3,0 days 00:10:05.200000,"""Like in river could you use it""",17.Yellow,17.Yellow.2,17.Orange.1,10:07.4,00:02.2,,,,Ski Poles,Like in river could you use it,0.0,358.0,611.67,365.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 5)]]",[],[],[],[],"[[('like', 0, 1)]]",[],"[[('could', 0, 4)]]",[]
17.Orange.106,0 days 00:10:06,"""Uh well theres yeah lots of lakes and rivers""",17.Orange,17.Yellow.3,17.Orange.1,10:08.9,00:02.9,,,,,Uh well theres yeah lots of lakes and rivers,0.0,261.2,599.6,295.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('well', 0, 2)]]",[],[],[]
17.Yellow.4,0 days 00:10:09,"""Could you use it to um catch fish in it""",17.Yellow,17.Orange.106,17.Orange.1,10:12.2,00:03.2,,,,Ski Poles,Could you use it to um catch fish in it,0.0,331.0,611.57,329.86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,[],[],[],[],[],[],[],[],[],[],[],[],"[[('you', 0, 2)]]",[],[],[],[],[],[],"[[('could', 0, 1)]]",[]
17.Orange.107,0 days 00:10:12.400000,"""Yeah right""",17.Orange,17.Yellow.4,17.Orange.1,10:13.3,00:00.9,,,,,Yeah right,0.0,361.0,599.0,372.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[[('right', 0, 2)]]",[],[],[]
17.Orange.108,0 days 00:10:13.300000,"""If we have the knife you could sharpen them up""",17.Orange,17.Orange.107,17.Orange.1,10:15.5,00:02.2,,,,Knife,If we have the knife you could sharpen them up,0.0,336.0,602.22,344.33,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,[],[],[],[],[],[],[],[],[],"[[('we', 0, 2)]]",[],[],"[[('you', 0, 6)]]",[],[],[],[],[],"[[('knife', 0, 5)]]",[],[]
17.Yellow.5,0 days 00:10:15.500000,"""I think the steel wool would be last honestly""",17.Yellow,17.Orange.108,17.Orange.1,10:19.1,00:03.6,,"Proposal, Disagreement",,Steel Wool,I think the steel wool would be last honestly,247.0,373.25,593.25,378.75,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],"[[('think', 0, 2)]]",[],"[[('i', 0, 1), ('think', 0, 2)]]","[[('honestly', 0, 9)]]",[],[],[],[],"[[('i', 0, 1)]]",[],[],[],[],[],[],[],[],[],[]
17.Yellow.6,0 days 00:10:19.100000,"""I dont even know what steel wool do""",17.Yellow,17.Yellow.5,17.Orange.1,10:21.7,00:02.6,,,,Steel Wool,I dont even know what steel wool do,247.0,372.44,588.11,355.22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],"[[('i', 0, 1)]]",[],[],[],[],[],[],[],[],[],[]
17.Orange.109,0 days 00:10:20.300000,"""$""",17.Orange,17.Yellow.6,17.Orange.1,10:20.9,00:00.7,Positive,,,,$,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.110,0 days 00:10:23.500000,"""So do we have what was left""",17.Orange,17.Orange.109,17.Orange.1,10:25.7,00:02.3,,,,,So do we have what was left,0.0,260.0,603.0,290.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],"[[('we', 0, 3)]]",[],[],[],[],[],[],[],[],[],[],[]
17.Blue.97,0 days 00:10:24.400000,"""Should """,17.Blue,17.Orange.110,17.Orange.1,10:25.2,00:00.7,,,,,Should ,0.0,249.0,565.0,295.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],"[[('should', 0, 1)]]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Orange.111,0 days 00:10:25.700000,"""%""",17.Orange,17.Blue.97,17.Orange.1,10:26.4,00:00.7,,,,,%,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Blue.98,0 days 00:10:28.100000,"""Okay so um""",17.Blue,17.Orange.111,17.Orange.1,10:30.3,00:02.1,,,,,Okay so um,0.0,220.0,576.0,248.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17.Blue.99,0 days 00:10:31.700000,"""Do we want to move the ski poles up then so they are not like out on the last two""",17.Blue,17.Blue.98,17.Orange.1,10:38.0,00:06.4,,,,Ski Poles,Do we want to move the ski poles up then so they are not like out on the last two,0.0,292.05,599.0,319.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,[],[],[],[],[],[],[],[],[],"[[('we', 0, 2)]]",[],[],[],[],[],[],[],"[[('like', 0, 15)]]",[],[],[]
